popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
26,215684,False,0.815,0.622,7,-8.807,1,0.408,0.101,0.000151,0.101,0.657,170.029,4,dub
61,464453,False,0.266,0.925,7,-3.75,0,0.0834,0.000233,0.0379,0.19,0.2,95.438,4,groove
59,216026,False,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,4,hardcore
28,51838,False,0.393,0.994,7,-2.26,1,0.234,0.0264,0.0,0.417,0.389,126.798,4,death-metal
44,261426,False,0.445,0.499,4,-7.045,1,0.0266,0.433,0.000818,0.0902,0.142,150.129,3,brazil
32,149800,False,0.531,0.425,9,-12.091,1,0.0315,0.636,1.59e-05,0.0814,0.679,113.265,4,honky-tonk
32,176800,False,0.372,0.877,2,-6.241,1,0.0643,0.00406,0.0,0.343,0.756,157.203,4,hardcore
39,215493,False,0.736,0.685,10,-6.735,1,0.0473,0.144,0.0,0.292,0.876,168.066,4,forro
0,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,rock
54,208400,False,0.473,0.424,7,-8.144,1,0.0355,0.671,8.13e-06,0.336,0.297,118.073,4,songwriter
0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,blues
8,192023,False,0.685,0.707,2,-6.333,1,0.529,0.00301,0.000291,0.106,0.664,129.956,4,kids
64,138026,False,0.616,0.134,8,-20.004,1,0.0366,0.753,0.891,0.0954,0.26,100.153,4,sad
21,189506,False,0.524,0.577,4,-8.192,1,0.0278,0.239,0.0,0.224,0.366,136.176,4,power-pop
53,170000,False,0.527,0.947,11,-3.654,0,0.0807,0.0246,0.00103,0.145,0.182,131.821,4,trance
22,339378,False,0.441,0.831,9,-5.934,1,0.05,0.414,0.103,0.603,0.87,159.551,4,bluegrass
1,161840,False,0.555,0.235,5,-13.783,0,0.0714,0.995,0.00799,0.197,0.751,124.688,4,romance
51,165378,False,0.905,0.397,6,-12.199,0,0.154,0.633,1.05e-05,0.11,0.383,119.041,4,brazil
46,290000,True,0.826,0.535,3,-7.23,0,0.0711,0.144,0.0,0.116,0.544,109.997,4,brazil
55,274146,False,0.639,0.883,7,-6.448,0,0.0688,0.0843,7.13e-05,0.225,0.431,140.008,4,spanish
0,150560,False,0.626,0.849,7,-3.662,1,0.123,0.0732,0.0,0.593,0.898,138.997,4,house
57,208120,False,0.497,0.499,9,-12.348,0,0.056,0.0558,0.73,0.222,0.516,174.608,3,psych-rock
57,236680,False,0.508,0.821,2,-5.279,1,0.0395,0.223,0.0,0.316,0.463,75.057,4,punk
0,210333,False,0.156,0.273,5,-11.21,1,0.0316,0.979,0.929,0.0918,0.0867,78.012,3,sleep
4,507146,False,0.264,0.106,7,-26.447,1,0.0412,0.991,0.955,0.0849,0.193,80.254,4,classical
0,157837,False,0.759,0.711,0,-5.199,1,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,4,pagode
0,398200,False,0.34,0.168,1,-25.023,1,0.0895,0.599,0.0369,0.16,0.0372,95.744,4,romance
33,205918,False,0.675,0.54,1,-11.309,1,0.0503,0.00697,0.00529,0.231,0.562,119.997,4,singer-songwriter
54,214040,False,0.602,0.131,0,-10.587,1,0.0324,0.85,0.0,0.0817,0.269,98.412,4,songwriter
27,180426,False,0.231,0.207,11,-16.318,0,0.0407,0.978,0.0163,0.0889,0.0673,139.623,4,opera
0,234527,False,0.658,0.873,11,-3.621,0,0.189,0.148,0.0204,0.0531,0.267,180.001,4,happy
49,118607,False,0.895,0.0265,2,-19.707,0,0.0904,0.976,0.416,0.107,0.221,117.886,4,guitar
0,211346,False,0.53,0.304,7,-10.509,1,0.0342,0.825,0.0182,0.145,0.301,90.495,3,folk
74,218360,False,0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,4,rock
0,228653,False,0.716,0.487,10,-9.706,0,0.0962,0.00288,0.319,0.787,0.786,77.106,4,reggae
42,251493,False,0.652,0.78,0,-8.433,1,0.0507,0.0195,0.0334,0.186,0.656,112.68,4,hard-rock
1,204666,False,0.138,0.173,7,-17.603,1,0.0371,0.955,0.928,0.161,0.159,100.657,4,classical
65,228293,False,0.589,0.481,0,-4.801,1,0.0285,0.273,1.33e-05,0.0986,0.176,93.568,4,punk
23,292965,False,0.583,0.628,6,-10.54,1,0.0312,0.00135,0.00373,0.943,0.0767,119.258,4,synth-pop
54,145240,False,0.813,0.578,4,-6.839,1,0.0322,0.605,0.0,0.083,0.83,97.987,4,children
48,188354,False,0.444,0.143,0,-11.449,1,0.0302,0.925,6.92e-05,0.118,0.132,100.341,3,acoustic
63,191612,False,0.572,0.951,6,-4.566,0,0.0504,0.00373,0.0529,0.318,0.276,123.984,4,deep-house
60,84720,False,0.686,0.379,5,-15.243,1,0.223,0.856,0.0,0.103,0.923,137.953,4,disney
0,196760,False,0.681,0.69,4,-8.468,1,0.0479,0.486,0.0,0.239,0.904,155.985,4,songwriter
19,97986,True,0.382,0.965,7,-4.557,0,0.226,9.68e-06,0.835,0.197,0.0771,116.462,3,grindcore
24,286302,False,0.705,0.228,3,-15.747,1,0.0937,0.761,4.53e-05,0.12,0.482,175.904,4,guitar
42,230750,False,0.259,0.544,7,-8.417,1,0.0543,0.0652,0.0,0.0624,0.286,80.57,4,gospel
0,434666,False,0.477,0.728,7,-5.978,0,0.0378,0.00298,0.258,0.124,0.0341,125.981,4,progressive-house
24,472453,False,0.666,0.744,0,-7.958,0,0.109,0.288,0.0,0.0962,0.443,130.103,4,disney
43,175438,False,0.857,0.491,10,-7.977,1,0.133,0.182,0.0,0.113,0.43,103.993,4,dub
29,90146,False,0.274,0.99,11,-3.769,0,0.0751,0.00336,0.0401,0.943,0.37,87.293,4,hardcore
0,272586,False,0.453,0.139,6,-12.683,1,0.0302,0.806,3.11e-06,0.121,0.17,105.33,3,country
41,257105,False,0.684,0.708,2,-4.818,0,0.0476,0.0204,4.08e-05,0.075,0.405,91.98,4,turkish
44,201230,False,0.811,0.914,11,-3.764,0,0.206,0.00322,0.00051,0.321,0.368,129.951,4,electronic
0,185453,False,0.523,0.448,2,-13.53,1,0.0593,0.442,0.0,0.111,0.351,134.511,4,soul
26,274666,False,0.581,0.842,8,-3.843,1,0.0398,0.231,0.0,0.31,0.609,89.03,4,rockabilly
1,351160,False,0.627,0.706,2,-9.146,0,0.0353,0.146,5.46e-05,0.113,0.896,88.833,4,disco
23,186826,False,0.675,0.452,2,-11.492,1,0.0392,0.0149,0.284,0.0714,0.971,127.901,4,synth-pop
32,229720,False,0.627,0.551,4,-9.329,1,0.369,0.667,9.2e-05,0.0896,0.709,119.968,4,french
42,204861,False,0.698,0.707,0,-5.745,1,0.0499,0.115,9.33e-06,0.252,0.479,101.93,4,mandopop
41,238577,False,0.594,0.552,7,-5.97,0,0.0254,0.105,0.000816,0.1,0.52,110.038,4,afrobeat
76,131064,True,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4,dance
46,256379,False,0.606,0.067,4,-15.147,1,0.0322,0.893,0.0,0.1,0.162,103.89,4,world-music
63,266560,False,0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,4,disco
14,222920,False,0.906,0.657,5,-7.136,1,0.0822,0.000338,0.000351,0.0736,0.72,122.986,4,kids
36,127894,False,0.74,0.118,2,-13.836,1,0.128,0.917,0.845,0.0861,0.249,86.019,4,study
0,202560,False,0.83,0.679,8,-3.519,0,0.143,0.137,7.78e-05,0.0905,0.213,95.003,4,latin
17,87323,True,0.079,0.446,7,-8.991,1,0.0379,0.149,0.245,0.136,0.376,171.535,4,black-metal
0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,edm
54,217010,False,0.533,0.824,5,-4.2,1,0.101,0.231,5.19e-06,0.269,0.39,155.075,4,blues
26,152122,False,0.437,0.866,2,-5.657,0,0.0431,0.00823,0.892,0.0696,0.612,95.059,4,rockabilly
58,181730,False,0.386,0.168,8,-14.768,1,0.0367,0.938,0.00995,0.0819,0.312,126.473,4,songwriter
80,157373,True,0.684,0.449,3,-9.738,1,0.611,0.869,0.0,0.0881,0.341,66.165,4,singer-songwriter
16,202133,False,0.24,0.911,1,-8.976,1,0.103,0.000131,0.502,0.324,0.119,174.03,4,grindcore
41,262446,False,0.452,0.732,10,-5.748,1,0.0665,0.422,0.0,0.178,0.295,79.414,4,malay
0,244235,False,0.352,0.666,1,-4.909,1,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4,dubstep
0,182700,False,0.787,0.828,11,-3.579,0,0.0297,0.106,0.000605,0.105,0.544,119.953,4,groove
43,206058,False,0.66,0.498,7,-6.539,1,0.0322,0.471,0.0,0.124,0.382,131.946,4,synth-pop
40,290008,False,0.662,0.99,10,-4.392,0,0.0565,0.00179,0.899,0.137,0.545,135.005,4,minimal-techno
25,236000,False,0.446,0.142,0,-12.119,1,0.0373,0.91,1.57e-06,0.0943,0.192,115.911,3,acoustic
47,86186,False,0.203,0.183,7,-16.966,1,0.0348,0.812,0.873,0.27,0.182,89.598,4,disney
58,225862,False,0.537,0.977,5,-3.181,0,0.223,0.034,1.02e-05,0.521,0.317,173.993,4,drum-and-bass
62,215000,False,0.178,0.0126,11,-33.436,1,0.0446,0.943,0.855,0.107,0.0481,68.788,3,sleep
0,321106,False,0.491,0.212,9,-19.719,0,0.0726,0.908,0.0909,0.954,0.341,111.116,3,french
41,231080,False,0.426,0.374,5,-11.909,1,0.0326,0.636,0.00286,0.125,0.268,147.972,3,mpb
9,192496,False,0.837,0.792,0,-6.588,1,0.17,0.00228,0.0,0.4,0.72,101.486,4,kids
14,241885,False,0.731,0.774,8,-6.592,1,0.0521,0.0372,3.07e-05,0.102,0.641,96.02,4,kids
1,296040,False,0.656,0.852,5,-4.857,0,0.0359,0.397,5.34e-05,0.0834,0.802,165.094,4,salsa
37,353442,False,0.311,0.953,2,-4.96,1,0.172,0.000216,2.19e-06,0.111,0.417,132.856,4,metalcore
28,250560,False,0.465,0.61,7,-8.506,1,0.0319,0.358,0.0102,0.0689,0.716,174.783,4,bluegrass
46,148738,False,0.852,0.646,7,-5.268,1,0.251,0.0287,3.84e-06,0.0922,0.831,104.026,4,brazil
0,229226,False,0.73,0.403,4,-10.146,1,0.0483,0.718,0.00225,0.0985,0.502,124.899,4,singer-songwriter
0,226600,False,0.456,0.555,10,-10.615,1,0.0369,0.508,0.0194,0.106,0.776,101.31,4,folk
61,287323,False,0.389,0.148,3,-11.011,1,0.03,0.897,0.0,0.114,0.4,142.611,4,indie
31,144880,False,0.417,0.263,0,-10.654,1,0.0398,0.885,0.0,0.128,0.701,180.343,3,children
8,491900,False,0.807,0.708,1,-9.762,1,0.0648,0.00294,0.732,0.127,0.593,120.998,4,chicago-house
51,222295,False,0.629,0.788,2,-8.187,1,0.0435,0.134,0.924,0.0927,0.0714,121.986,4,deep-house
63,233506,False,0.552,0.265,10,-15.482,1,0.0332,0.415,0.0,0.107,0.212,135.476,4,piano
22,246560,False,0.573,0.988,0,-2.923,0,0.0597,0.00376,0.0143,0.101,0.159,95.501,4,heavy-metal
31,187454,False,0.431,0.295,3,-12.544,1,0.0379,0.816,4.21e-06,0.198,0.421,161.728,3,guitar
40,294493,False,0.391,0.825,11,-5.565,0,0.13,0.161,0.0,0.799,0.659,70.612,4,mpb
74,216338,False,0.434,0.637,5,-6.85,0,0.0613,0.451,0.0,0.112,0.1,141.869,4,songwriter
25,248640,False,0.531,0.911,0,-3.093,1,0.0472,0.156,0.0,0.415,0.559,159.969,4,j-idol
63,175500,False,0.669,0.698,11,-4.613,1,0.091,0.573,0.0,0.102,0.286,80.003,4,mandopop
0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
17,257385,False,0.484,0.943,9,-4.364,0,0.0646,3.77e-05,0.00448,0.592,0.347,143.93,4,drum-and-bass
19,236160,False,0.818,0.621,9,-8.091,0,0.0398,0.0862,0.152,0.162,0.397,125.043,4,minimal-techno
69,241668,False,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954,4,pop
33,309960,False,0.742,0.684,8,-5.188,1,0.132,0.19,0.0,0.146,0.655,105.956,4,blues
0,148880,False,0.505,0.581,10,-6.524,1,0.0675,0.403,0.00359,0.14,0.38,104.354,4,german
0,318000,False,0.521,0.679,11,-6.664,0,0.0291,0.482,0.921,0.0928,0.207,92.992,4,indie
1,195493,False,0.459,0.427,7,-7.733,1,0.0267,0.112,0.0,0.168,0.357,139.898,3,alternative
60,168293,False,0.455,0.361,9,-12.562,1,0.0473,0.747,0.0,0.238,0.285,115.854,3,rock-n-roll
36,223364,False,0.674,0.861,2,-5.139,1,0.0533,0.0863,0.0,0.131,0.727,127.897,4,ska
37,238732,False,0.573,0.697,2,-3.988,1,0.0355,0.0127,0.0,0.102,0.647,103.982,4,anime
0,206320,False,0.67,0.776,8,-4.091,0,0.047,0.00388,0.000189,0.122,0.624,115.034,4,techno
35,191533,False,0.22,0.422,5,-6.45,1,0.033,0.00676,4.65e-06,0.295,0.179,122.683,3,goth
26,184866,False,0.668,0.472,5,-9.29,1,0.0359,0.781,0.000175,0.381,0.73,119.453,4,guitar
27,207151,True,0.316,0.879,7,-9.414,0,0.113,0.827,0.00239,0.278,0.647,88.614,4,acoustic
55,190891,False,0.8,0.573,0,-7.145,1,0.0501,0.6,2.15e-05,0.177,0.539,132.108,4,children
32,184513,False,0.541,0.986,8,-4.652,0,0.0889,0.000339,0.000126,0.512,0.854,113.037,4,hardcore
74,93652,False,0.809,0.752,11,-3.638,0,0.206,0.114,0.000187,0.303,0.858,92.14,4,latino
37,195000,False,0.765,0.649,0,-6.16,1,0.104,0.00288,0.000259,0.108,0.251,124.043,4,emo
60,238733,False,0.399,0.278,7,-13.122,1,0.0291,0.674,0.000694,0.203,0.597,93.189,4,rock-n-roll
0,183228,False,0.747,0.537,4,-8.2,0,0.0423,0.583,2.04e-05,0.217,0.869,103.9,4,salsa
24,294078,False,0.529,0.979,1,0.587,1,0.126,6.51e-05,0.801,0.438,0.0735,174.043,4,drum-and-bass
0,274800,False,0.809,0.757,1,-6.246,0,0.0424,0.0157,0.0943,0.0997,0.587,121.013,4,house
17,182240,False,0.766,0.407,5,-8.344,0,0.0435,0.842,0.517,0.0288,0.893,100.913,4,tango
19,260360,False,0.536,0.734,0,-14.068,1,0.0584,0.0785,0.712,0.181,0.689,133.655,4,afrobeat
0,230066,False,0.576,0.593,7,-8.091,1,0.216,0.762,0.00115,0.118,0.519,175.784,4,reggae
42,155050,False,0.486,0.0745,10,-14.271,1,0.0599,0.922,0.0,0.104,0.396,145.912,4,acoustic
0,123680,True,0.737,0.607,0,-3.599,1,0.0835,0.194,0.11,0.132,0.528,179.957,4,latino
21,127447,False,0.508,0.599,7,-6.248,1,0.0296,0.41,0.0273,0.113,0.838,103.658,3,honky-tonk
2,84333,False,0.411,0.113,2,-24.552,1,0.0584,0.971,0.201,0.129,0.69,78.32,4,german
48,234853,False,0.39,0.792,0,-4.178,1,0.0593,0.558,0.0,0.888,0.496,152.093,4,sertanejo
0,230706,False,0.409,0.322,0,-9.226,1,0.0255,0.647,0.0,0.347,0.191,80.164,4,soul
0,224178,False,0.698,0.794,0,-3.333,1,0.0483,0.000335,0.605,0.0622,0.861,135.981,4,indie
31,325360,False,0.658,0.602,7,-11.044,1,0.0415,0.68,0.0,0.232,0.844,178.246,4,salsa
17,220246,False,0.601,0.878,9,-7.758,0,0.0937,0.0379,0.0428,0.593,0.209,120.017,4,club
46,440638,False,0.607,0.935,5,-7.669,0,0.0308,0.0219,0.906,0.112,0.0387,123.006,4,minimal-techno
22,224733,False,0.553,0.41,5,-9.823,1,0.0231,0.429,0.0,0.35,0.401,79.023,4,cantopop
58,216818,False,0.622,0.33,4,-10.194,1,0.032,0.842,0.0,0.122,0.511,84.231,4,spanish
46,226315,False,0.454,0.809,8,-3.333,1,0.0528,0.531,3.02e-06,0.137,0.2,113.635,4,dub
0,201979,True,0.922,0.858,1,-4.185,1,0.251,0.00451,0.0,0.124,0.915,145.033,4,dance
0,205560,False,0.73,0.769,11,-3.292,0,0.0508,0.2,0.0,0.261,0.566,95.989,4,latin
0,127346,True,0.731,0.479,9,-6.438,1,0.0464,0.242,0.0,0.143,0.755,97.997,4,sad
27,211176,False,0.4,0.898,5,-4.836,0,0.0471,0.000418,0.0,0.522,0.333,90.07,4,metalcore
0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
47,272866,False,0.428,0.16,2,-17.424,1,0.0319,0.823,0.00673,0.101,0.101,140.25,3,new-age
62,291015,False,0.681,0.515,7,-11.644,1,0.0745,0.638,1.32e-06,0.175,0.757,141.035,3,pop-film
45,202647,False,0.41,0.209,3,-9.749,0,0.0366,0.868,1.33e-05,0.106,0.173,75.793,5,swedish
0,129000,False,0.576,0.13,7,-21.3,0,0.0666,0.976,0.000544,0.0501,0.885,104.358,4,romance
56,243466,False,0.479,0.707,1,-4.968,1,0.0659,0.0471,0.0,0.0932,0.661,148.092,4,power-pop
0,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,latino
38,225893,False,0.275,0.857,0,-4.929,1,0.0483,4.2e-05,0.000143,0.232,0.321,130.022,4,swedish
20,405208,False,0.73,0.918,7,-7.266,1,0.113,0.0542,0.193,0.401,0.223,149.993,4,hardstyle
8,440000,False,0.186,0.293,10,-23.066,0,0.158,0.0593,0.846,0.0739,0.0325,118.719,4,iranian
0,384962,False,0.486,0.977,7,-4.172,1,0.148,3.71e-06,0.913,0.104,0.0835,100.026,4,iranian
36,203053,False,0.434,0.796,9,-3.71,1,0.0325,0.658,0.00685,0.156,0.471,94.611,4,bluegrass
41,231501,False,0.669,0.84,6,-5.0,0,0.0341,0.0228,0.00026,0.154,0.868,146.034,4,hard-rock
15,63439,False,0.358,0.946,1,-4.412,1,0.0495,1.26e-05,0.855,0.75,0.638,122.518,4,grindcore
22,267122,False,0.527,0.542,4,-9.047,1,0.0363,0.466,0.000494,0.205,0.678,192.027,4,bluegrass
27,211626,False,0.413,0.269,10,-11.21,1,0.0488,0.676,0.0,0.0657,0.208,140.108,4,show-tunes
40,203924,False,0.481,0.449,11,-10.907,1,0.0338,0.638,0.00264,0.705,0.338,122.741,5,r-n-b
0,248280,False,0.312,0.5,4,-7.795,1,0.0396,0.166,0.0,0.332,0.334,147.669,3,latin
33,208093,False,0.784,0.449,1,-8.515,1,0.0767,0.117,0.0383,0.0799,0.536,98.009,4,french
