popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
45,177151,False,0.624,0.68,9,-7.285,0,0.0421,0.114,6.78e-05,0.0614,0.117,91.998,4,dubstep
47,199480,False,0.643,0.905,2,-8.215,1,0.0476,0.551,0.0,0.828,0.892,90.059,4,pagode
20,135120,True,0.604,0.76,8,-4.122,1,0.388,0.208,0.0,0.42,0.773,126.622,5,j-dance
4,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,hip-hop
0,200595,False,0.652,0.603,0,-6.555,1,0.0317,0.241,0.0,0.132,0.192,106.025,4,house
12,61628,False,0.433,0.997,11,-4.495,0,0.234,0.0182,4.49e-06,0.367,0.0375,125.855,4,grindcore
39,184800,False,0.839,0.875,7,-4.885,1,0.212,0.0138,0.0052,0.0584,0.677,99.999,4,dancehall
45,222928,False,0.443,0.662,9,-10.506,0,0.04,0.767,0.0,0.937,0.747,99.165,4,pagode
14,418666,False,0.792,0.808,1,-15.038,1,0.0959,8.22e-05,0.601,0.14,0.922,125.0,4,detroit-techno
55,145240,False,0.518,0.52,8,-9.128,1,0.0362,0.726,0.0,0.233,0.682,152.791,4,rockabilly
19,325306,False,0.562,0.547,3,-7.466,0,0.0276,0.308,0.000405,0.0768,0.415,76.79,4,cantopop
38,188499,False,0.708,0.575,11,-9.16,0,0.127,0.0314,0.0201,0.335,0.128,135.216,4,dub
42,199285,False,0.646,0.645,11,-6.775,0,0.0287,0.246,0.0,0.181,0.687,121.999,4,singer-songwriter
0,185965,False,0.538,0.241,1,-10.426,1,0.0388,0.985,0.0,0.0941,0.509,109.719,4,romance
20,163706,False,0.266,0.34,7,-14.455,1,0.0447,0.609,0.00438,0.11,0.0722,119.053,4,german
0,180797,False,0.379,0.849,0,-5.747,1,0.0747,3.44e-05,0.00224,0.298,0.584,146.841,4,rock
13,366586,False,0.693,0.979,3,-4.818,1,0.038,0.00432,0.856,0.0984,0.489,140.985,4,breakbeat
46,260945,False,0.562,0.756,6,-6.511,1,0.109,0.0202,0.83,0.372,0.223,167.068,4,electronic
56,241800,False,0.297,0.518,10,-8.152,1,0.0378,0.412,1.1e-05,0.298,0.496,81.425,4,disney
62,225546,False,0.175,0.995,6,1.023,0,0.211,0.000145,2.5e-06,0.214,0.303,184.066,4,hard-rock
40,562228,False,0.778,0.642,7,-12.971,1,0.04,0.0267,0.878,0.0854,0.0367,124.005,4,minimal-techno
26,207693,False,0.757,0.501,9,-11.231,1,0.269,0.0189,0.000166,0.376,0.533,116.899,4,metalcore
1,178506,False,0.685,0.886,9,-10.653,1,0.0323,0.0328,0.0,0.0362,0.819,116.222,4,songwriter
6,227999,False,0.469,0.159,5,-21.999,1,0.0326,0.875,0.927,0.0652,0.0362,117.975,4,guitar
59,338279,False,0.63,0.576,7,-9.046,0,0.0304,0.217,0.686,0.129,0.471,138.009,4,trip-hop
0,251000,False,0.293,0.743,11,-7.82,1,0.0725,0.386,7.85e-05,0.115,0.0874,106.629,3,iranian
45,270000,False,0.57,0.703,7,-5.51,1,0.0486,0.313,5.92e-06,0.0556,0.598,172.025,4,classical
58,283000,False,0.494,0.735,5,-8.347,1,0.0345,0.00401,3.14e-06,0.544,0.742,132.526,4,psych-rock
41,218322,False,0.505,0.73,4,-4.907,1,0.0539,0.595,8.03e-06,0.104,0.208,155.004,4,dubstep
11,411866,False,0.672,0.872,7,-13.052,1,0.0402,0.00212,0.878,0.0265,0.389,144.014,4,breakbeat
41,185693,False,0.417,0.845,7,-5.421,1,0.111,0.0601,0.0,0.191,0.436,200.072,4,punk-rock
0,164000,False,0.488,0.156,0,-11.457,0,0.0922,0.981,0.00855,0.116,0.402,130.864,5,romance
23,205040,False,0.508,0.118,5,-16.519,1,0.0553,0.758,2.49e-06,0.0945,0.268,143.302,3,guitar
75,131077,False,0.847,0.558,8,-5.855,0,0.0663,0.325,0.0,0.135,0.495,98.062,4,hip-hop
22,272306,False,0.462,0.67,9,-5.809,0,0.0285,0.00193,5.96e-06,0.273,0.352,133.024,4,goth
37,183600,False,0.607,0.891,7,-4.585,1,0.0326,0.063,0.0,0.0667,0.488,130.518,3,swedish
15,323986,False,0.672,0.835,0,-6.983,1,0.187,0.0399,0.0499,0.413,0.545,94.995,4,breakbeat
37,243960,False,0.817,0.864,0,-7.896,1,0.0295,2.36e-05,0.49,0.284,0.826,129.987,4,kids
0,192420,False,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz
0,328146,False,0.416,0.199,9,-9.073,0,0.0297,0.896,0.0,0.272,0.371,134.821,4,romance
21,238000,False,0.46,0.406,7,-9.222,1,0.0612,0.582,0.0,0.433,0.397,141.767,4,mandopop
26,223373,False,0.51,0.7,8,-7.041,0,0.0356,0.00331,0.00598,0.0591,0.705,75.46,4,dub
41,195330,False,0.657,0.802,1,-6.532,1,0.03,0.0631,3.94e-05,0.113,0.976,155.061,4,ska
0,209613,False,0.787,0.785,6,-6.768,0,0.0737,0.144,0.0,0.0596,0.734,97.021,4,latin
21,176516,False,0.44,0.955,5,-2.42,0,0.11,0.0191,6.02e-05,0.285,0.446,155.006,4,hardstyle
41,224205,False,0.477,0.505,0,-10.135,1,0.0382,0.701,0.000389,0.138,0.251,135.854,4,mandopop
0,256385,True,0.701,0.818,9,-7.623,0,0.0354,0.518,0.000181,0.288,0.45,90.032,4,latin
65,130815,False,0.694,0.339,7,-13.464,1,0.0378,0.514,0.0,0.133,0.221,89.95,4,indie-pop
37,196933,False,0.784,0.598,1,-8.011,0,0.0716,0.597,1.67e-05,0.102,0.812,79.51,4,swedish
68,223173,True,0.389,0.885,6,-5.063,0,0.0551,0.000372,0.000311,0.202,0.187,164.989,4,metalcore
65,235120,True,0.444,0.866,7,-6.217,1,0.111,0.000622,4.72e-05,0.105,0.375,94.968,4,funk
68,249499,False,0.512,0.812,1,-4.809,1,0.0617,0.0534,0.0,0.092,0.521,100.02,4,electro
1,203666,False,0.504,0.51,7,-10.79,1,0.0415,0.771,7.61e-05,0.0766,0.0834,95.182,4,british
67,190786,False,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,4,metal
23,201106,False,0.46,0.929,8,-4.46,1,0.129,0.000687,0.0,0.735,0.547,160.877,4,heavy-metal
0,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,hard-rock
29,244533,False,0.407,0.0642,3,-17.702,1,0.0367,0.842,0.0,0.12,0.232,84.8,3,rock-n-roll
42,274133,False,0.7,0.684,11,-10.688,0,0.0325,0.801,0.877,0.0916,0.8,92.994,4,new-age
61,184141,False,0.621,0.601,0,-7.601,1,0.124,0.154,0.0,0.0775,0.418,174.069,4,sad
33,173413,False,0.666,0.761,7,-5.472,1,0.0926,0.000143,0.712,0.112,0.797,143.035,4,dub
0,1121226,False,0.292,0.258,10,-20.155,0,0.0642,0.485,0.0556,0.143,0.0699,89.504,4,iranian
39,303733,False,0.689,0.523,4,-10.138,0,0.0666,0.118,0.000375,0.96,0.386,95.21,4,mpb
24,174200,False,0.417,0.36,9,-10.411,0,0.0434,0.875,0.000167,0.791,0.531,121.146,3,tango
33,436640,False,0.297,0.544,4,-9.688,1,0.0322,0.011,2.32e-05,0.471,0.347,133.632,4,groove
60,227506,False,0.365,0.649,11,-5.295,0,0.0408,0.151,0.0,0.121,0.453,78.398,4,pop-film
0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,funk
8,415728,False,0.787,0.966,7,-7.494,1,0.0712,0.177,0.894,0.112,0.504,122.998,4,minimal-techno
49,395066,False,0.291,0.922,2,-4.968,1,0.0885,0.037,0.0198,0.101,0.0404,99.706,4,grunge
52,214533,False,0.545,0.53,6,-8.063,1,0.0264,0.464,0.0,0.311,0.426,136.023,4,cantopop
24,217084,False,0.72,0.948,10,-4.39,1,0.0643,0.0179,0.0,0.0427,0.737,136.097,1,party
34,202556,False,0.484,0.457,7,-12.104,1,0.0348,0.446,0.00252,0.892,0.406,81.381,4,cantopop
81,222346,False,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,4,reggae
35,327406,False,0.466,0.968,8,-6.601,1,0.078,0.000133,0.00309,0.154,0.129,140.998,4,death-metal
28,143800,False,0.583,0.522,11,-13.405,1,0.0336,0.43,0.159,0.104,0.915,120.657,4,bluegrass
61,279600,False,0.56,0.97,5,-2.858,0,0.051,0.000154,0.718,0.0763,0.269,100.09,4,edm
0,178298,False,0.747,0.537,10,-5.76,1,0.0413,0.198,1.24e-05,0.18,0.453,97.056,4,house
63,244160,False,0.322,0.932,4,-4.252,0,0.163,8.57e-05,0.817,0.0969,0.376,138.042,4,hard-rock
0,270740,False,0.734,0.836,10,-4.803,0,0.0736,0.0171,1.71e-05,0.179,0.622,80.002,4,latino
0,141066,False,0.856,0.329,4,-11.697,1,0.099,0.851,0.63,0.125,0.448,120.007,4,electro
58,275205,True,0.25,0.952,9,-4.059,0,0.209,2.45e-05,0.0135,0.0892,0.126,143.022,3,black-metal
39,301946,False,0.719,0.902,4,-2.525,1,0.0492,0.307,0.00241,0.244,0.929,99.644,4,salsa
58,175150,False,0.515,0.945,8,-3.116,0,0.0888,0.000339,2.36e-05,0.289,0.592,160.078,4,british
17,204253,False,0.483,0.28,2,-8.324,0,0.0389,0.857,7.07e-06,0.167,0.455,117.863,4,tango
2,238106,False,0.286,0.929,11,-8.494,0,0.091,0.00231,0.00074,0.0946,0.127,99.762,4,ska
49,103157,False,0.906,0.235,4,-9.381,1,0.071,0.772,0.0,0.097,0.708,113.969,4,children
28,175046,False,0.583,0.534,2,-11.147,0,0.0411,0.569,0.0,0.351,0.943,123.094,4,acoustic
26,60133,True,0.451,0.995,1,-5.452,0,0.0829,6.77e-05,0.000898,0.145,0.548,111.256,4,death-metal
0,176346,False,0.722,0.417,8,-6.825,1,0.0618,0.39,0.0,0.0612,0.451,113.965,4,electro
20,302893,False,0.197,0.127,11,-17.921,0,0.0323,0.943,0.886,0.0842,0.0933,79.375,4,new-age
16,118154,False,0.968,0.493,11,-13.169,1,0.223,0.0311,1.22e-06,0.119,0.805,130.053,4,kids
20,232493,False,0.318,0.885,6,-4.521,0,0.0581,0.0204,0.0,0.112,0.266,171.487,4,heavy-metal
62,161253,False,0.642,0.823,4,-3.68,0,0.0612,0.000281,0.00211,0.216,0.826,112.005,4,blues
58,248470,False,0.435,0.825,6,-2.518,1,0.0617,0.0248,0.0454,0.0845,0.0425,169.835,4,edm
57,275266,False,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,4,acoustic
74,264503,False,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,blues
35,259200,False,0.355,0.802,4,-4.314,1,0.0644,0.0293,0.0,0.145,0.418,127.359,4,punk-rock
38,313346,False,0.502,0.887,6,-6.896,0,0.0934,0.0685,6.25e-05,0.983,0.716,160.001,4,gospel
30,247028,True,0.385,0.719,7,-5.493,0,0.186,0.446,0.0,0.111,0.646,87.495,4,comedy
34,262873,False,0.777,0.759,4,-8.209,0,0.309,0.316,0.0,0.66,0.884,76.485,4,salsa
26,199133,False,0.495,0.455,5,-11.372,1,0.263,0.683,0.0,0.504,0.518,139.261,4,show-tunes
56,303911,False,0.513,0.775,0,-7.202,0,0.0304,0.000672,0.248,0.409,0.205,139.932,4,dubstep
1,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie
39,315373,False,0.457,0.708,9,-2.962,1,0.0373,0.2,0.0,0.114,0.192,169.005,4,turkish
19,173733,False,0.551,0.259,0,-12.877,1,0.0326,0.785,0.0585,0.177,0.426,85.436,4,honky-tonk
12,166373,False,0.905,0.691,1,-4.533,1,0.0747,0.025,0.0,0.106,0.0861,88.036,4,kids
37,369600,False,0.505,0.992,5,-2.542,0,0.105,0.00439,0.264,0.171,0.0558,149.955,4,hardstyle
0,198205,False,0.122,0.204,2,-19.621,0,0.0345,0.929,0.928,0.0967,0.062,87.086,4,iranian
23,272826,False,0.641,0.696,7,-7.108,1,0.0281,0.468,2.47e-06,0.0852,0.458,112.069,4,synth-pop
38,1315200,False,0.618,0.775,5,-10.07,1,0.0553,0.768,1.14e-06,0.282,0.857,122.178,4,classical
15,348000,False,0.544,0.851,1,-9.221,1,0.0365,4.16e-06,0.756,0.062,0.369,124.993,4,breakbeat
