popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
13,204000,False,0.0622,0.128,1,-28.202,1,0.0469,0.893,0.821,0.115,0.0429,70.603,3,iranian
21,148565,True,0.692,0.445,11,-20.027,0,0.952,0.772,0.0,0.901,0.58,69.585,4,comedy
54,182647,False,0.258,0.0238,0,-28.865,0,0.0428,0.994,0.904,0.106,0.0757,140.596,3,ambient
75,186133,False,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,4,reggaeton
1,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,hip-hop
31,184586,False,0.614,0.353,2,-9.248,1,0.0877,0.878,0.0,0.247,0.725,112.92,4,tango
42,161488,False,0.776,0.811,9,-5.578,0,0.135,0.349,0.346,0.25,0.408,110.093,4,groove
40,167862,False,0.64,0.419,2,-10.453,1,0.0337,0.704,0.0,0.212,0.527,108.401,3,rock-n-roll
2,309600,False,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,pop
0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,reggaeton
59,167056,False,0.723,0.767,6,-7.324,0,0.0389,0.00364,0.0782,0.279,0.275,124.016,4,disco
0,285200,False,0.52,0.191,7,-12.429,0,0.0288,0.878,0.0,0.0986,0.0769,77.944,4,mpb
46,136002,False,0.816,0.565,9,-11.555,1,0.036,0.352,1.38e-05,0.0768,0.965,119.983,4,children
35,210746,False,0.558,0.886,5,-8.556,0,0.0508,0.0156,2.9e-05,0.345,0.063,78.256,4,folk
0,211760,False,0.654,0.798,0,-4.084,1,0.045,0.188,0.0,0.15,0.576,92.209,4,edm
0,181052,False,0.639,0.61,0,-6.101,1,0.0446,0.481,0.0,0.203,0.812,139.608,4,soul
28,207724,False,0.404,0.967,1,-5.618,1,0.0659,0.000369,0.893,0.237,0.0438,144.969,4,trance
29,276853,False,0.45,0.81,6,-5.538,0,0.0439,0.361,0.0,0.126,0.807,170.391,4,salsa
53,190106,False,0.548,0.714,2,-6.207,1,0.086,0.0117,0.0,0.132,0.533,77.683,4,alt-rock
25,275868,False,0.532,0.858,11,-9.512,0,0.234,0.182,0.0253,0.102,0.224,169.968,4,happy
0,219573,False,0.646,0.625,8,-8.819,0,0.0336,0.275,0.0,0.086,0.977,120.656,4,folk
31,321440,False,0.646,0.852,5,-1.616,0,0.0473,0.755,0.000234,0.298,0.806,171.044,4,salsa
0,265226,False,0.559,0.472,2,-6.814,1,0.0299,0.583,0.0,0.146,0.305,129.945,4,rock
43,247379,False,0.757,0.716,2,-6.86,0,0.0481,0.41,0.00293,0.328,0.658,90.044,4,brazil
41,280615,False,0.777,0.888,0,-6.015,1,0.154,0.319,0.0,0.329,0.848,97.463,3,malay
69,152280,False,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,4,german
13,299000,False,0.5,0.661,1,-13.573,1,0.426,0.0405,0.847,0.0826,0.28,191.834,4,idm
18,360422,False,0.558,0.945,6,-4.874,0,0.0495,4.57e-05,0.812,0.114,0.211,172.008,4,happy
0,168828,False,0.676,0.338,9,-7.96,1,0.0284,0.372,5.57e-06,0.468,0.321,92.029,4,soul
78,201660,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,indie
46,262143,False,0.769,0.718,0,-5.809,1,0.0241,0.234,0.0,0.168,0.725,105.015,4,gospel
29,215320,False,0.463,0.9,1,-3.037,1,0.0419,0.416,0.000176,0.294,0.898,80.052,4,rockabilly
0,224306,False,0.548,0.809,11,-4.001,0,0.0328,0.000298,2.96e-06,0.156,0.409,133.984,4,alternative
19,203109,False,0.655,0.596,0,-8.145,1,0.062,0.54,4.36e-06,0.0817,0.543,141.426,4,cantopop
52,283394,False,0.379,0.86,11,-6.086,1,0.0439,0.000391,0.183,0.412,0.407,128.213,4,psych-rock
41,258657,False,0.642,0.675,2,-6.028,1,0.0319,0.305,3.34e-05,0.113,0.377,127.943,4,folk
32,227800,False,0.588,0.405,5,-12.279,1,0.0327,0.304,0.00587,0.107,0.625,94.866,3,disco
55,284493,False,0.283,0.657,1,-8.557,0,0.0353,0.0824,1.58e-05,0.136,0.37,97.991,4,synth-pop
42,139500,False,0.704,0.628,0,-5.43,1,0.058,0.00226,0.911,0.162,0.596,163.943,4,club
54,237300,False,0.507,0.722,1,-8.164,1,0.0239,9.91e-06,0.0483,0.132,0.303,88.998,4,garage
52,179760,False,0.407,0.875,9,-4.841,0,0.0433,0.0234,0.0,0.144,0.483,164.926,4,electronic
59,240026,False,0.738,0.67,5,-4.407,0,0.0792,0.487,3.25e-06,0.295,0.475,90.004,4,latino
48,239374,False,0.531,0.787,0,-5.24,1,0.0452,0.548,1.41e-05,0.0813,0.693,88.943,4,indian
24,96973,False,0.657,0.348,2,-11.913,1,0.954,0.835,0.0,0.74,0.598,92.443,3,comedy
0,181045,False,0.603,0.661,0,-5.857,0,0.088,0.221,0.000303,0.0997,0.919,92.135,3,latino
55,232500,False,0.498,0.12,0,-17.721,1,0.0487,0.851,0.0,0.171,0.338,121.187,4,acoustic
73,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop
13,146533,False,0.48,0.18,0,-12.29,1,0.0375,0.931,0.0,0.316,0.519,158.786,4,honky-tonk
39,190466,False,0.489,0.758,9,-6.838,1,0.0984,0.581,0.0,0.744,0.801,88.266,4,samba
24,241280,False,0.318,0.053,2,-14.644,1,0.0448,0.884,0.493,0.0655,0.161,97.577,3,new-age
55,510726,False,0.274,0.573,7,-7.881,1,0.0391,0.0604,1.2e-06,0.537,0.223,126.319,3,world-music
48,228413,False,0.509,0.623,7,-10.397,1,0.0663,0.41,3.61e-06,0.893,0.496,105.736,4,mpb
35,248293,False,0.574,0.929,7,-5.343,1,0.0303,0.012,0.0,0.325,0.762,136.85,4,ska
57,479066,False,0.507,0.535,1,-9.051,1,0.0261,0.00215,0.495,0.111,0.403,78.049,4,power-pop
23,262329,False,0.47,0.93,4,-5.869,1,0.0405,0.0188,0.00124,0.759,0.779,126.133,4,heavy-metal
20,228840,False,0.393,0.838,4,-6.417,1,0.0482,0.0207,0.0269,0.168,0.159,88.17,4,power-pop
64,177230,False,0.589,0.791,11,-3.443,0,0.0521,0.00717,0.0,0.149,0.387,129.978,4,sad
53,175186,False,0.349,0.306,7,-11.041,1,0.0341,0.783,0.00932,0.0843,0.18,80.011,4,anime
0,140698,False,0.81,0.884,5,-4.583,0,0.0981,0.101,0.0,0.268,0.446,122.994,4,house
0,211659,False,0.93,0.811,5,-5.704,1,0.126,0.0629,0.0,0.101,0.93,142.068,4,disco
67,340640,False,0.473,0.783,10,-10.671,0,0.0869,0.0125,0.475,0.268,0.124,91.976,4,metal
42,217133,False,0.633,0.799,7,-6.226,0,0.0926,0.507,0.0,0.958,0.764,106.989,4,pagode
43,248571,False,0.614,0.157,4,-12.901,1,0.0375,0.981,8.08e-05,0.0922,0.506,125.755,4,indian
47,81280,False,0.792,0.267,10,-14.205,1,0.056,0.939,0.0331,0.12,0.607,146.033,3,songwriter
44,249706,False,0.526,0.673,0,-7.889,1,0.0358,0.33,2.66e-05,0.0937,0.333,81.063,4,brazil
0,204600,False,0.359,0.397,0,-10.849,1,0.0323,0.608,0.000396,0.129,0.554,168.515,3,samba
47,179310,True,0.717,0.716,11,-4.999,1,0.181,0.68,1.48e-05,0.0725,0.587,174.018,4,latino
49,265570,False,0.316,0.802,9,-7.545,1,0.0485,0.604,1.04e-05,0.893,0.684,87.638,4,samba
65,348386,True,0.214,0.931,7,-3.347,0,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,4,metal
48,117890,False,0.555,0.338,7,-13.937,1,0.0396,0.95,0.175,0.314,0.496,114.245,4,chill
29,243200,False,0.839,0.463,4,-4.9,1,0.0404,0.936,0.0,0.111,0.893,120.062,4,goth
22,235226,False,0.442,0.0909,9,-17.368,1,0.0327,0.888,0.00264,0.0983,0.23,136.74,4,synth-pop
24,306106,False,0.176,0.458,10,-12.956,1,0.0335,0.0416,0.827,0.106,0.133,147.951,4,new-age
43,283787,False,0.653,0.238,3,-14.374,0,0.0549,0.105,0.000501,0.111,0.236,122.705,4,mpb
20,214000,False,0.422,0.419,10,-18.244,1,0.0464,0.831,0.766,0.263,0.972,114.252,4,bluegrass
0,161400,False,0.441,0.404,2,-8.944,1,0.0561,0.44,0.0,0.279,0.204,130.146,4,show-tunes
35,255613,False,0.845,0.692,2,-4.938,1,0.0448,0.209,0.0,0.715,0.661,120.051,4,kids
0,149000,False,0.617,0.835,11,-5.384,0,0.0321,0.359,0.000698,0.118,0.833,129.172,4,indie
16,131706,False,0.527,0.24,4,-13.059,1,0.0299,0.955,2.82e-05,0.402,0.4,119.85,4,honky-tonk
30,282733,False,0.513,0.564,7,-13.563,1,0.0439,0.000246,0.0423,0.385,0.493,105.699,4,british
62,236400,False,0.311,0.814,9,-9.272,1,0.0545,6.74e-05,0.00534,0.198,0.731,160.303,4,industrial
50,223600,False,0.787,0.834,6,-6.16,0,0.0311,0.145,0.802,0.0929,0.961,113.337,4,afrobeat
73,192106,False,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,alt-rock
27,49523,False,0.199,0.118,0,-23.407,1,0.0546,0.608,0.602,0.118,0.164,123.353,5,guitar
0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
31,333746,False,0.336,0.297,7,-11.556,1,0.0292,0.709,0.147,0.125,0.179,141.442,3,bluegrass
18,207934,False,0.476,0.677,7,-6.29,1,0.0344,0.649,1.31e-06,0.0758,0.653,97.51,4,trip-hop
46,231897,False,0.731,0.317,6,-13.775,1,0.0358,0.812,0.149,0.106,0.33,114.078,4,indie
82,175720,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,house
0,356280,False,0.534,0.00983,2,-27.208,0,0.0633,0.991,0.919,0.0901,0.27,140.663,3,iranian
65,322266,False,0.358,0.391,9,-8.979,1,0.0316,0.856,0.00232,0.0971,0.284,75.168,4,mandopop
20,163706,False,0.266,0.34,7,-14.455,1,0.0447,0.609,0.00438,0.11,0.0722,119.053,4,german
83,204600,True,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4,hip-hop
48,223490,False,0.632,0.266,2,-14.365,1,0.0257,0.96,0.00304,0.114,0.183,79.949,3,singer-songwriter
19,284781,True,0.508,0.967,7,-4.594,1,0.0546,0.000297,0.86,0.0741,0.151,170.025,4,happy
20,188200,False,0.499,0.956,1,-3.406,1,0.114,0.00282,0.0,0.363,0.345,111.979,4,heavy-metal
22,385320,False,0.512,0.792,10,-9.886,0,0.0723,0.00865,0.0159,0.148,0.541,140.507,4,heavy-metal
77,184893,False,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,4,j-rock
60,214814,False,0.551,0.416,4,-10.622,1,0.028,0.505,0.0,0.596,0.248,103.96,1,indie
20,125480,False,0.292,0.303,9,-15.696,1,0.0589,0.969,0.617,0.168,0.193,181.034,4,disney
45,158887,False,0.468,0.223,5,-12.11,1,0.0336,0.719,0.0408,0.0598,0.401,155.97,4,anime
0,229333,False,0.631,0.634,2,-5.202,1,0.0326,0.568,0.0,0.124,0.569,90.947,4,german
38,194426,False,0.699,0.722,4,-5.647,1,0.0464,0.546,0.0,0.628,0.6,131.844,4,forro
30,163813,False,0.57,0.454,2,-7.613,0,0.0987,0.881,0.889,0.0983,0.381,101.476,4,guitar
26,173893,False,0.541,0.842,0,-3.479,1,0.0436,0.145,3.05e-05,0.135,0.747,120.987,4,garage
16,238201,False,0.66,0.717,7,-10.441,1,0.0559,0.407,4.44e-05,0.0536,0.964,165.259,3,afrobeat
38,248640,False,0.383,0.107,1,-18.489,1,0.0506,0.991,0.92,0.122,0.189,108.216,5,new-age
38,309773,False,0.526,0.875,2,-6.774,1,0.0663,0.0361,0.0,0.916,0.485,155.919,4,gospel
18,246259,False,0.818,0.711,10,-6.087,1,0.0323,0.335,0.00049,0.212,0.869,119.029,4,trip-hop
43,419832,False,0.337,0.645,9,-5.376,1,0.0351,0.277,0.0,0.061,0.198,140.402,4,brazil
57,93913,True,0.774,0.681,10,-5.313,0,0.283,0.397,0.0,0.106,0.55,138.149,4,emo
28,174709,False,0.645,0.626,7,-7.551,1,0.0364,0.259,0.00887,0.115,0.307,118.585,4,acoustic
21,273720,False,0.145,0.527,11,-7.319,0,0.037,0.833,1.26e-06,0.103,0.192,67.097,4,opera
38,142355,False,0.481,0.97,10,-4.517,1,0.104,0.000585,2.29e-05,0.743,0.379,98.407,4,hard-rock
0,177345,False,0.529,0.818,6,-6.622,1,0.04,6.5e-05,0.0,0.354,0.684,148.173,4,alternative
0,154133,False,0.592,0.249,9,-8.86,1,0.0402,0.834,0.00125,0.113,0.155,90.521,4,soul
22,297000,False,0.569,0.679,0,-12.063,1,0.534,0.511,3.14e-06,0.648,0.538,94.946,4,show-tunes
36,226438,True,0.733,0.689,2,-7.454,1,0.0738,0.388,0.00069,0.158,0.518,145.931,4,malay
50,189514,False,0.55,0.961,2,-3.05,1,0.0412,0.000629,0.763,0.0718,0.0391,128.027,4,progressive-house
0,244826,False,0.637,0.745,8,-8.607,1,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,funk
32,181280,False,0.593,0.567,9,-8.299,0,0.025,0.0362,0.000235,0.0679,0.784,105.056,4,rock-n-roll
59,155624,False,0.61,0.956,10,-3.926,0,0.0511,0.00526,0.642,0.0727,0.357,127.995,4,deep-house
26,301160,False,0.494,0.536,0,-8.885,1,0.0332,0.448,0.016,0.0998,0.856,120.996,4,bluegrass
24,131826,False,0.533,0.735,9,-7.932,0,0.0341,0.00356,0.0,0.302,0.786,104.939,4,rockabilly
0,236320,False,0.332,0.452,2,-6.77,1,0.0319,0.505,3.27e-06,0.133,0.333,149.231,4,country
46,223520,False,0.667,0.329,5,-15.775,0,0.0298,0.936,0.942,0.104,0.428,128.015,4,ambient
41,295733,False,0.57,0.89,9,-7.199,0,0.0403,0.0757,5.44e-06,0.0991,0.692,138.031,4,turkish
63,147395,False,0.957,0.766,9,-4.567,1,0.223,0.108,0.00186,0.116,0.515,128.019,4,reggaeton
0,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,latin
0,183253,False,0.696,0.343,7,-11.596,0,0.0376,0.707,0.000119,0.107,0.38,131.043,4,folk
58,246813,False,0.493,0.947,0,-0.717,1,0.0701,0.111,0.0,0.345,0.656,137.124,4,j-pop
43,188167,False,0.64,0.597,1,-8.117,0,0.0343,0.481,0.0,0.159,0.779,90.065,4,pagode
46,239306,False,0.538,0.721,4,-4.641,0,0.0534,0.2,0.000337,0.332,0.33,123.421,4,club
21,193548,False,0.452,0.974,9,-2.866,0,0.189,0.00683,0.0,0.378,0.319,155.019,4,hardstyle
49,182587,False,0.45,0.806,7,-4.741,0,0.13,0.585,0.0,0.1,0.43,178.331,4,sertanejo
52,176760,False,0.617,0.289,6,-16.631,0,0.0513,0.431,0.0027,0.202,0.346,140.082,4,garage
0,143957,False,0.56,0.436,7,-8.761,1,0.491,0.918,0.0,0.093,0.402,117.907,4,songwriter
0,233480,False,0.655,0.678,6,-6.799,0,0.0382,0.0248,0.0901,0.116,0.32,121.978,4,deep-house
29,234013,True,0.458,0.963,11,-5.455,0,0.0623,2.4e-05,2.31e-05,0.156,0.607,74.991,4,death-metal
42,207642,False,0.697,0.38,0,-10.262,1,0.126,0.374,1.51e-06,0.308,0.543,139.833,4,r-n-b
28,219853,False,0.71,0.782,2,-6.276,1,0.0835,0.0684,8.66e-06,0.0845,0.523,123.04,4,acoustic
52,148500,False,0.695,0.819,10,-5.519,0,0.0373,0.00902,4.98e-06,0.42,0.423,120.021,4,deep-house
35,246133,False,0.571,0.868,4,-6.064,0,0.0317,0.111,0.00056,0.129,0.935,136.0,4,malay
52,142379,False,0.665,0.185,1,-13.852,1,0.0381,0.913,0.0,0.334,0.458,82.474,4,acoustic
67,266906,False,0.714,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.984,4,goth
0,133226,False,0.366,0.269,9,-9.197,1,0.0439,0.871,0.0,0.101,0.238,127.523,4,indie-pop
70,211851,False,0.389,0.431,7,-8.061,1,0.0344,0.249,0.0,0.13,0.275,142.14,4,folk
52,152546,False,0.545,0.194,5,-13.134,1,0.0373,0.882,0.0,0.365,0.477,82.276,3,malay
38,302320,False,0.573,0.882,5,-4.17,0,0.0391,0.245,0.0,0.133,0.878,160.027,4,hard-rock
35,247853,False,0.753,0.469,2,-13.787,0,0.0767,0.278,3.68e-06,0.161,0.577,153.04,4,hard-rock
46,160007,False,0.652,0.88,4,-3.962,1,0.0519,0.489,0.0,0.231,0.787,74.976,4,forro
1,209146,True,0.776,0.629,0,-6.09,1,0.0505,0.0268,0.0,0.114,0.104,97.066,4,latino
17,83466,False,0.343,0.772,10,-10.021,1,0.0528,4.23e-05,0.867,0.227,0.302,63.076,3,grindcore
1,249760,True,0.641,0.861,4,-6.9,1,0.0697,0.227,0.0,0.868,0.473,105.32,4,songwriter
59,242019,False,0.595,0.895,1,-5.218,1,0.422,0.499,4.7e-05,0.0959,0.874,97.43,4,pop-film
33,97124,False,0.0916,0.995,10,-19.76,0,0.119,0.789,0.953,0.969,1e-05,75.761,4,sleep
9,192889,False,0.93,0.962,9,-3.319,1,0.118,0.118,0.0,0.0697,0.508,111.995,4,kids
44,226160,False,0.577,0.662,7,-6.283,1,0.0397,0.584,0.0,0.243,0.903,167.965,4,forro
43,158117,False,0.451,0.233,1,-17.755,1,0.213,0.898,0.899,0.107,0.296,78.243,1,study
26,258271,False,0.6,0.65,11,-5.127,1,0.0282,0.00921,0.0469,0.0781,0.49,139.975,3,acoustic
0,192551,False,0.815,0.66,9,-7.68,0,0.25,0.381,0.0,0.128,0.643,101.006,4,rock
11,377612,False,0.716,0.797,2,-6.93,1,0.0405,0.00118,0.82,0.0584,0.362,127.995,4,minimal-techno
0,122320,False,0.414,0.0872,7,-15.682,1,0.0432,0.979,0.0,0.204,0.562,115.047,4,sleep
33,213652,False,0.495,0.971,2,-6.615,0,0.107,0.00995,0.000629,0.989,0.503,146.27,4,hardcore
19,213854,False,0.296,0.29,0,-12.41,1,0.0427,0.949,0.0,0.195,0.254,151.786,3,romance
0,193493,False,0.594,0.815,10,-9.223,0,0.216,0.668,0.0,0.324,0.54,114.316,4,funk
52,164000,True,0.833,0.778,4,-5.455,0,0.0575,0.0608,0.0,0.12,0.55,120.011,4,emo
36,219230,False,0.398,0.347,4,-9.647,1,0.0351,0.595,0.00166,0.0858,0.344,129.891,4,dubstep
66,236583,False,0.142,0.0126,9,-36.191,0,0.0465,0.982,0.755,0.129,0.0389,141.203,5,sleep
27,322140,False,0.731,0.485,7,-10.113,1,0.0387,0.284,0.00464,0.147,0.463,106.052,4,acoustic
38,174946,False,0.682,0.851,7,-2.973,1,0.054,0.477,0.0,0.964,0.765,116.974,4,forro
0,267573,False,0.645,0.985,1,-3.715,1,0.111,0.00113,0.0102,0.223,0.446,113.934,4,alt-rock
25,121973,False,0.349,0.95,9,-5.95,0,0.13,6.18e-05,0.00171,0.0548,0.445,142.284,4,heavy-metal
0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz
33,231849,True,0.53,0.905,6,-5.936,0,0.0949,0.00122,2.4e-05,0.152,0.654,176.001,4,french
46,139595,False,0.714,0.368,1,-8.293,0,0.0464,0.211,0.861,0.105,0.0625,83.03,4,study
0,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,deep-house
62,237800,False,0.381,0.502,1,-5.505,0,0.0368,0.16,6.98e-05,0.0842,0.147,144.3,4,songwriter
56,91373,False,0.79,0.337,0,-12.848,1,0.071,0.679,0.0,0.146,0.843,135.808,4,children
51,112750,False,0.532,0.123,5,-10.427,1,0.0346,0.908,0.0,0.0729,0.256,76.569,4,singer-songwriter
27,146173,False,0.859,0.385,11,-16.11,0,0.0702,0.0214,0.00465,0.103,0.566,135.998,4,dub
